
"Requirement Type","ID","Parent ID","Name","Short Description","Description","Status","Author","Suspect","Priority","Req ID","Message Key","Source"
"02 SRF Functional Requirements","FR--4.8.2","FR--4.8","Inquiry - QFR Inquiry (Federal Probation Format)","Enforce all business rules for the QFR message (federal probation inquiry format) prior to searching the SRF for a federal probation record.","Enforce all business rules for the QFR message (federal probation inquiry format) prior to searching the SRF for a federal probation record.","New","hofmanc","False","Unassigned","4/8/2002","QFR",""
"02 SRF Functional Requirements","FR--4.9","FR--4","Inquiry - QMH Inquiry (Mental Health Format)","None","None","New","hofmanc","False","Unassigned","4/9/2008","",""
"02 SRF Functional Requirements","FR--4.9.1","FR--4.9","Inquiry - QMH Inquiry (Mental Health Format)","Search the SRF for a mental health record when a QMH message (mental health inquiry format) is accepted.","Search the SRF for a mental health record when a QMH message (mental health inquiry format) is accepted.","New","hofmanc","False","Unassigned","4/9/2001","QMH",""
"02 SRF Functional Requirements","FR--4.9.2","FR--4.9","Inquiry - QMH Inquiry (Mental Health Format)","Enforce all business rules for the QMH message (mental health inquiry format) prior to searching the SRF for a mental health record.","Enforce all business rules for the QMH message (mental health inquiry format) prior to searching the SRF for a mental health record.","New","hofmanc","False","Unassigned","4/9/2002","QMH",""
"02 SRF Functional Requirements","FR--4.10","FR--4","Inquiry - QSR Inquiry (Sex Registrant Format)","None","None","New","hofmanc","False","Unassigned","4/10/2008","",""
"02 SRF Functional Requirements","FR--4.10.1","FR--4.10","Inquiry - QSR Inquiry (Sex Registrant Format)","Search the SRF for a sex registrant record when a QSR message (sex registrant inquiry format) is accepted.","Search the SRF for a sex registrant record when a QSR message (sex registrant inquiry format) is accepted.","New","hofmanc","False","Unassigned","4/10/2001","QSR",""
"02 SRF Functional Requirements","FR--4.10.2","FR--4.10","Inquiry - QSR Inquiry (Sex Registrant Format)","Enforce all business rules for the QSR message (sex registrant inquiry format) prior to searching the SRF for a sex registrant record.","Enforce all business rules for the QSR message (sex registrant inquiry format) prior to searching the SRF for a sex registrant record.","New","hofmanc","False","Unassigned","4/10/2002","QSR",""
"02 SRF Functional Requirements","FR--4.11","FR--4","Inquiry - QAR Inquiry (Arson Registrant Format)","None","None","New","hofmanc","False","Unassigned","4/11/2008","",""
"02 SRF Functional Requirements","FR--4.11.1","FR--4.11","Inquiry - QAR Inquiry (Arson Registrant Format)","Search the SRF for an arson registrant record when a QAR message (arson registrant inquiry format) is accepted.","Search the SRF for an arson registrant record when a QAR message (arson registrant inquiry format) is accepted.","New","hofmanc","False","Unassigned","4/11/2001","QAR",""
"02 SRF Functional Requirements","FR--4.11.2","FR--4.11","Inquiry - QAR Inquiry (Arson Registrant Format)","Enforce all business rules for the QAR message (arson registrant inquiry format) prior to searching the SRF for an arson registrant record.","Enforce all business rules for the QAR message (arson registrant inquiry format) prior to searching the SRF for an arson registrant record.","New","hofmanc","False","Unassigned","4/11/2002","QAR",""
"02 SRF Functional Requirements","FR--4.12","FR--4","Inquiry - QCR Inquiry (Career Criminal Format)","None","None","New","hofmanc","False","Unassigned","4/12/2008","",""
"02 SRF Functional Requirements","FR--4.12.1","FR--4.12","Inquiry - QCR Inquiry (Career Criminal Format)","Search the SRF for a career criminal record when a QCR message (career criminal inquiry format) is accepted.","Search the SRF for a career criminal record when a QCR message (career criminal inquiry format) is accepted.","New","hofmanc","False","Unassigned","4/12/2001","QCR",""
"02 SRF Functional Requirements","FR--4.12.2","FR--4.12","Inquiry - QCR Inquiry (Career Criminal Format)","Enforce all business rules for the QCR message (career criminal inquiry format) prior to searching the SRF for a career criminal record.","Enforce all business rules for the QCR message (career criminal inquiry format) prior to searching the SRF for a career criminal record.","New","hofmanc","False","Unassigned","4/12/2002","QCR",""
"02 SRF Functional Requirements","FR--4.13","FR--4","Inquiry - QLW Inquiry (Full Response Format)","None","None","New","hofmanc","False","Unassigned","4/13/2008","",""
"02 SRF Functional Requirements","FR--4.13.1","FR--4.13","Inquiry - QLW Inquiry (Full Response Format)","Search the SRF for a full response record when a QLW message (full response inquiry format) is accepted.","Search the SRF for a full response record when a QLW message (full response inquiry format) is accepted.","New","hofmanc","False","Unassigned","4/13/2001","QLW",""
"02 SRF Functional Requirements","FR--4.13.2","FR--4.13","Inquiry - QLW Inquiry (Full Response Format)","Enforce all business rules for the QLW message (full response inquiry format) prior to searching the SRF for a full response record.","Enforce all business rules for the QLW message (full response inquiry format) prior to searching the SRF for a full response record.","New","hofmanc","False","Unassigned","4/13/2002","QLW",""
"02 SRF Functional Requirements","FR--5"," ","Acknowledgment","None","None","New","hofmanc","False","Unassigned","5","",""
"02 SRF Functional Requirements","FR--5.1","FR--5","Acknowledgment - Entry Acknowledgment","None","None","New","hofmanc","False","Unassigned","5/1/2008","",""
"02 SRF Functional Requirements","FR--5.1.1","FR--5.1","Acknowledgment - Entry Acknowledgment","Build and send an entry acknowledgment, which contains the complete record, to the originating agency when an entry message is accepted by SRF using the entry acknowledgment format.","Build and send an entry acknowledgment, which contains the complete record, to the originating agency when an entry message is accepted by SRF using the entry acknowledgment format.","New","hofmanc","False","Unassigned","5/1/2001","",""
"02 SRF Functional Requirements","FR--5.1.2","FR--5.1","Acknowledgment - Entry Acknowledgment","Enforce all business rules for the entry acknowledgment prior to sending an entry acknowledgment when an entry message is accepted by SRF.","Enforce all business rules for the entry acknowledgment prior to sending an entry acknowledgment when an entry message is accepted by SRF.","New","hofmanc","False","Unassigned","5/1/2002","",""
"02 SRF Functional Requirements","FR--5.1.2.1","FR--5.1.2","Acknowledgment - Entry Acknowledgment","Include an FCN issued for the new record and specify the FCN in the entry acknowledgement along with whether or not a message was sent to NCIC.","Include an FCN issued for the new record and specify the FCN in the entry acknowledgement along with whether or not a message was sent to NCIC.","New","hofmanc","False","Unassigned","5.1.2.1","",""
"02 SRF Functional Requirements","FR--5.2","FR--5","Acknowledgment - Modify Acknowledgment","None","None","New","hofmanc","False","Unassigned","5/2/2008","",""
"02 SRF Functional Requirements","FR--5.2.1","FR--5.2","Acknowledgment - Modify Acknowledgment","Build and send a modify acknowledgement to the modifying agency when a modify message is accepted by SRF using the modify acknowledgement format.","Build and send a modify acknowledgement to the modifying agency when a modify message is accepted by SRF using the modify acknowledgement format.","New","hofmanc","False","Unassigned","5/2/2001","",""
"02 SRF Functional Requirements","FR--5.2.2","FR--5.2","Acknowledgment - Modify Acknowledgment","Enforce all business rules for the modify acknowledgment format prior to sending the modify acknowledgment when a modify message is accepted by SRF.","Enforce all business rules for the modify acknowledgment format prior to sending the modify acknowledgment when a modify message is accepted by SRF.","New","hofmanc","False","Unassigned","5/2/2002","",""
"02 SRF Functional Requirements","FR--5.3","FR--5","Acknowledgment - Cancel Acknowledgment","None","None","New","hofmanc","False","Unassigned","5/3/2008","",""
"02 SRF Functional Requirements","FR--5.3.1","FR--5.3","Acknowledgment - Cancel Acknowledgment","Build and send a cancel acknowledgement to the canceling agency when a cancel message is accepted by SRF using the cancel acknowledgement format.","Build and send a cancel acknowledgement to the canceling agency when a cancel message is accepted by SRF using the cancel acknowledgement format.","New","hofmanc","False","Unassigned","5/3/2001","",""
"02 SRF Functional Requirements","FR--5.3.2","FR--5.3","Acknowledgment - Cancel Acknowledgment","Enforce all business rules for the cancel acknowledgment prior to sending the acknowledgment when a cancel message is accepted by SRF.","Enforce all business rules for the cancel acknowledgment prior to sending the acknowledgment when a cancel message is accepted by SRF.","New","hofmanc","False","Unassigned","5/3/2002","",""
"02 SRF Functional Requirements","FR--5.4","FR--5","Acknowledgment - Cancel History Acknowledgment","None","None","New","hofmanc","False","Unassigned","5/4/2008","",""
"02 SRF Functional Requirements","FR--5.4.1","FR--5.4","Acknowledgment - Cancel History Acknowledgment","Build and send a cancel history acknowledgement to a specified DOJ mnemonic when a cancel message is accepted by SRF using the cancel history acknowledgement format.","Build and send a cancel history acknowledgement to a specified DOJ mnemonic when a cancel message is accepted by SRF using the cancel history acknowledgement format.","New","hofmanc","False","Unassigned","5/4/2001","",""
"02 SRF Functional Requirements","FR--5.4.2","FR--5.4","Acknowledgment - Cancel History Acknowledgment","Enforce all business rules for the cancel history acknowledgment prior to sending the acknowledgment when a cancel history message is accepted by SRF.","Enforce all business rules for the cancel history acknowledgment prior to sending the acknowledgment when a cancel history message is accepted by SRF.","New","hofmanc","False","Unassigned","5/4/2002","",""
"02 SRF Functional Requirements","FR--5.5","FR--5","Acknowledgment - Contact Acknowledgment","None","None","New","hofmanc","False","Unassigned","5/5/2008","",""
"02 SRF Functional Requirements","FR--5.5.1","FR--5.5","Acknowledgment - Contact Acknowledgment","Build and send a contact acknowledgement to the contact message agency when a contact message is accepted by SRF using the contact acknowledgement format.","Build and send a contact acknowledgement to the contact message agency when a contact message is accepted by SRF using the contact acknowledgement format.","New","hofmanc","False","Unassigned","5/5/2001","",""
"02 SRF Functional Requirements","FR--5.5.2","FR--5.5","Acknowledgment - Contact Acknowledgment","Enforce all business rules for the contact acknowledgment prior to sending the acknowledgment when a contact message is accepted by SRF.","Enforce all business rules for the contact acknowledgment prior to sending the acknowledgment when a contact message is accepted by SRF.","New","hofmanc","False","Unassigned","5/5/2002","",""
"02 SRF Functional Requirements","FR--6"," ","Inquiry Response","None","None","New","hofmanc","False","Unassigned","6","",""
"02 SRF Functional Requirements","FR--6.1","FR--6","Inquiry Response - Full Response Inquiry Formats","None","None","New","hofmanc","False","Unassigned","6/1/2008","",""
"02 SRF Functional Requirements","FR--6.1.1","FR--6.1","Inquiry Response - Full Response Inquiry Formats","Build and send a full response to the inquiring agency that contains all supervised release file information entered for the requested record when an inquiry message (QVC, QPR, QCA, QCF, QYA, QSR, QAR, QCR, QFR, QMH, QLW) is accepted by SRF using the full response inquiry format.","Build and send a full response to the inquiring agency that contains all supervised release file information entered for the requested record when an inquiry message (QVC, QPR, QCA, QCF, QYA, QSR, QAR, QCR, QFR, QMH, QLW) is accepted by SRF using the full response inquiry format.","New","hofmanc","False","Unassigned","6/1/2001","",""
"02 SRF Functional Requirements","FR--6.1.2","FR--6.1","Inquiry Response - Full Response Inquiry Formats","Enforce all business rules for sending a full response to a (QVC, QPR, QCA, QCF, QYA, QSR, QAR, QCR, QFR, QMH, QLW) full response inquiry.","Enforce all business rules for sending a full response to a (QVC, QPR, QCA, QCF, QYA, QSR, QAR, QCR, QFR, QMH, QLW) full response inquiry.","New","hofmanc","False","Unassigned","6/1/2002","",""
"02 SRF Functional Requirements","FR--6.1.3","FR--6.1","Inquiry Response - Full Response Inquiry Formats","Return up to 10 matching (base) records in response to a SRF inquiry except for a QCF return only 1 matching (base) record.","Return up to 10 matching (base) records in response to a SRF inquiry except for a QCF return only 1 matching (base) record.","New","hofmanc","False","Unassigned","6/1/2003","",""
"02 SRF Functional Requirements","FR--6.2","FR--6","Inquiry Response - Full Response Inquiry Formats For QVC1","None","None","New","hofmanc","False","Unassigned","6/2/2008","",""
"02 SRF Functional Requirements","FR--6.2.1","FR--6.2","Inquiry Response - Full Response Inquiry Formats For QVC1","Build and send a full response to the inquiring agency that contains all supervised release file information entered for the requested record when an inquiry message (QVC1) is accepted by SRF using the full response inquiry format.","Build and send a full response to the inquiring agency that contains all supervised release file information entered for the requested record when an inquiry message (QVC1) is accepted by SRF using the full response inquiry format.","New","hofmanc","False","Unassigned","6/2/2001","",""
"02 SRF Functional Requirements","FR--6.2.2","FR--6.2","Inquiry Response - Full Response Inquiry Formats For QVC1","Enforce all business rules for sending a full response to a (QVC1) full response inquiry.","Enforce all business rules for sending a full response to a (QVC1) full response inquiry.","New","hofmanc","False","Unassigned","6/2/2002","",""
"02 SRF Functional Requirements","FR--6.2.3","FR--6.2","Inquiry Response - Full Response Inquiry Formats For QVC1","Return only the base record in response to a SRF inquiry.","Return only the base record in response to a SRF inquiry.","New","hofmanc","False","Unassigned","6/2/2003","",""
"02 SRF Functional Requirements","FR--6.2.4","FR--6.2","Inquiry Response - Full Response Inquiry Formats For QVC1","Return up to 20 associated contact messages in response to a SRF inquiry.","Return up to 20 associated contact messages in response to a SRF inquiry.","New","hofmanc","False","Unassigned","6/2/2004","",""
"02 SRF Functional Requirements","FR--6.2.5","FR--6.2","Inquiry Response - Full Response Inquiry Formats For QVC1","Return 20 associated contact messages and a response specifying there are more than 20 contact messages (and to contact the SRU to receive a list of the contact messages over 20) when an inquiry results in more than 20 contact messages.","Return 20 associated contact messages and a response specifying there are more than 20 contact messages (and to contact the SRU to receive a list of the contact messages over 20) when an inquiry results in more than 20 contact messages.","New","hofmanc","False","Unassigned","6/2/2005","",""
"02 SRF Functional Requirements","FR--6.3","FR--6","Inquiry Response - Abbreviated Response Inquiry Formats","None","None","New","hofmanc","False","Unassigned","6/3/2008","",""
"02 SRF Functional Requirements","FR--6.3.1","FR--6.3","Inquiry Response - Abbreviated Response Inquiry Formats","Build and send an abbreviated response that contains supervised release file information (formatted 40 columns wide) entered for the requested record using the (QVCK) abbreviated response inquiry format.","Build and send an abbreviated response that contains supervised release file information (formatted 40 columns wide) entered for the requested record using the (QVCK) abbreviated response inquiry format.","New","hofmanc","False","Unassigned","6/3/2001","",""
"02 SRF Functional Requirements","FR--6.3.2","FR--6.3","Inquiry Response - Abbreviated Response Inquiry Formats","Enforce all business rules for sending an abbreviated inquiry response to a (QVCK) abbreviated response inquiry.","Enforce all business rules for sending an abbreviated inquiry response to a (QVCK) abbreviated response inquiry.","New","hofmanc","False","Unassigned","6/3/2002","",""
"02 SRF Functional Requirements","FR--6.4","FR--6","Inquiry Response - Negative Response To An Inquiry","None","None","New","hofmanc","False","Unassigned","6/4/2008","",""
"02 SRF Functional Requirements","FR--6.4.1","FR--6.4","Inquiry Response - Negative Response To An Inquiry","Build and send a negative response to an inquiry when no matches are made on an inquiry to SRF using the negative response acknowledgment format.","Build and send a negative response to an inquiry when no matches are made on an inquiry to SRF using the negative response acknowledgment format.","New","hofmanc","False","Unassigned","6/4/2001","",""
"02 SRF Functional Requirements","FR--6.4.2","FR--6.4","Inquiry Response - Negative Response To An Inquiry","Enforce all business rules for building and sending a negative response to an inquiry when SRF accepts an inquiry message and no matches are made.","Enforce all business rules for building and sending a negative response to an inquiry when SRF accepts an inquiry message and no matches are made.","New","hofmanc","False","Unassigned","6/4/2002","",""
"02 SRF Functional Requirements","FR--7"," ","Contact Message","None","None","New","hofmanc","False","Unassigned","7","",""
"02 SRF Functional Requirements","FR--7.1","FR--7","Contact Message - Contact Message (MNE/IDN/TYP Format)","None","None","New","hofmanc","False","Unassigned","7/1/2008","",""
"02 SRF Functional Requirements","FR--7.1.1","FR--7.1","Contact Message - Contact Message (MNE/IDN/TYP Format)","Add a supervised release file contact message record in the SRF when the LCA message (MNE/IDN/TYP format) is accepted.","Add a supervised release file contact message record in the SRF when the LCA message (MNE/IDN/TYP format) is accepted.","New","hofmanc","False","Unassigned","7/1/2001","LCA",""
"02 SRF Functional Requirements","FR--7.1.2","FR--7.1","Contact Message - Contact Message (MNE/IDN/TYP Format)","Enforce all business rules for the LCA message (MNE/IDN/TYP format) prior to adding a supervised release file contact message record to the SRF.","Enforce all business rules for the LCA message (MNE/IDN/TYP format) prior to adding a supervised release file contact message record to the SRF.","New","hofmanc","False","Unassigned","7/1/2002","LCA",""
"02 SRF Functional Requirements","FR--7.2","FR--7","Contact Message - Contact Message (FCN Format)","None","None","New","hofmanc","False","Unassigned","7/2/2008","",""
"02 SRF Functional Requirements","FR--7.2.1","FR--7.2","Contact Message - Contact Message (FCN Format)","Add a supervised release file contact message record in the SRF when the LCA message (FCN format) is accepted.","Add a supervised release file contact message record in the SRF when the LCA message (FCN format) is accepted.","New","hofmanc","False","Unassigned","7/2/2001","LCA",""
"02 SRF Functional Requirements","FR--7.2.2","FR--7.2","Contact Message - Contact Message (FCN Format)","Enforce all business rules for the LCA message (FCN format) prior to adding a supervised release file contact message record to the SRF.","Enforce all business rules for the LCA message (FCN format) prior to adding a supervised release file contact message record to the SRF.","New","hofmanc","False","Unassigned","7/2/2002","LCA",""
"02 SRF Functional Requirements","FR--8"," ","Contact Response","None","None","New","hofmanc","False","Unassigned","8","",""
"02 SRF Functional Requirements","FR--8.1","FR--8","Contact Response -","Build and send a contact response to the contact message agency when the LCA message is accepted.","Build and send a contact response to the contact message agency when the LCA message is accepted.","New","hofmanc","False","Unassigned","8/1/2008","LCA",""
"02 SRF Functional Requirements","FR--8.2","FR--8","Contact Response -","Enforce all business rules for the LCA message prior to sending a contact response to the originating agency.","Enforce all business rules for the LCA message prior to sending a contact response to the originating agency.","New","hofmanc","False","Unassigned","8/2/2008","LCA",""
"02 SRF Functional Requirements","FR--9"," ","Data","None","None","New","hofmanc","False","Unassigned","9","",""
"02 SRF Functional Requirements","FR--9.1","FR--9","Data - Data Format / Dictionary","None","None","New","hofmanc","False","Unassigned","9/1/2008","",""
"02 SRF Functional Requirements","FR--9.1.1","FR--9.1","Data - Data Format / Dictionary","Store and retrieve the data fields contained in the NCIC 2000 Revised Data Dictionary for SRF.","Store and retrieve the data fields contained in the NCIC 2000 Revised Data Dictionary for SRF.","New","hofmanc","False","Unassigned","9/1/2001","",""
"02 SRF Functional Requirements","FR--9.1.2","FR--9.1","Data - Data Format / Dictionary","Implement/Enforce the following for each data field outlined in the NCIC 2000 Revised Data Dictionary for SRF: 
 1) Data Field Code
 2) Data Field Name
 3) CJIS Data Field Length and Character Type
 4) NCIC 2000 Data Field Length and Character Type
 5) Specified Number of Data Field Occurrences
 6) Usage (Mandatory or Optional)
 7) Business Rules","Implement/Enforce the following for each data field outlined in the NCIC 2000 Revised Data Dictionary for SRF: 
 1) Data Field Code
 2) Data Field Name
 3) CJIS Data Field Length and Character Type
 4) NCIC 2000 Data Field Length and Character Type
 5) Specified Number of Data Field Occurrences
 6) Usage (Mandatory or Optional)
 7) Business Rules","New","hofmanc","False","Unassigned","9/1/2002","",""
"02 SRF Functional Requirements","FR--9.1.3","FR--9.1","Data - Data Format / Dictionary","Store and retrieve the data fields as described in the ""SRF data base record format.wpd"" in the project library.","Store and retrieve the data fields as described in the ""SRF data base record format.wpd"" in the project library.","New","hofmanc","False","Unassigned","9/1/2003","",""
"02 SRF Functional Requirements","FR--9.1.4","FR--9.1","Data - Data Format / Dictionary","Apply business rules to information and data prior to saving messages and data.","Apply business rules to information and data prior to saving messages and data.","New","hofmanc","False","Unassigned","9/1/2004","",""
"02 SRF Functional Requirements","FR--9.1.5","FR--9.1","Data - Data Format / Dictionary","Store data in uppercase.","Store data in uppercase.","New","hofmanc","False","Unassigned","9/1/2005","",""
"02 SRF Functional Requirements","FR--9.1.6","FR--9.1","Data - Data Format / Dictionary","Utilize all existing reference tables (e.g., CJIS, ACHS) to assist in validating data field contents.","Utilize all existing reference tables (e.g., CJIS, ACHS) to assist in validating data field contents.","New","hofmanc","False","Unassigned","9/1/2006","",""
"02 SRF Functional Requirements","FR--9.1.7","FR--9.1","Data - Data Format / Dictionary","Support a name format for Key Name (NAM), Aliases (AKA), Stolen and False Name (SFN) and Name of Supervising Officer (SON) that includes only a comma between last and first names and a space between first and middle name and between the middle name and suffix (if needed.) Example: LAST,FIRST MIDDLE SUFFIX","Support a name format for Key Name (NAM), Aliases (AKA), Stolen and False Name (SFN) and Name of Supervising Officer (SON) that includes only a comma between last and first names and a space between first and middle name and between the middle name and suffix (if needed.) Example: LAST,FIRST MIDDLE SUFFIX","New","hofmanc","False","Unassigned","9/1/2007","",""
"02 SRF Functional Requirements","FR--10"," ","Retention Periods","None","None","New","hofmanc","False","Unassigned","10","",""
"02 SRF Functional Requirements","FR--10.1","FR--10","Retention Periods -","Maintain a SRF record until the discharge (DSC) date field is equal to the current date. (CDCR records are excluded from this process.)","Maintain a SRF record until the discharge (DSC) date field is equal to the current date. (CDCR records are excluded from this process.)","New","hofmanc","False","Unassigned","10/1/2008","",""
"02 SRF Functional Requirements","FR--10.2","FR--10","Retention Periods -","Maintain a SRF History record for two years plus current on the system and for an additional five years on tape.","Maintain a SRF History record for two years plus current on the system and for an additional five years on tape.","New","hofmanc","False","Unassigned","10/2/2008","",""
"02 SRF Functional Requirements","FR--11"," ","General Maintenance","None","None","New","hofmanc","False","Unassigned","11","",""
"02 SRF Functional Requirements","FR--11.1","FR--11","General Maintenance - Batch - On Demand","None","None","New","hofmanc","False","Unassigned","11/1/2008","",""
"02 SRF Functional Requirements","FR--11.1.1","FR--11.1","General Maintenance - Batch - On Demand","Complete an on-demand process that performs a SRF full database reorganization.","Complete an on-demand process that performs a SRF full database reorganization.","New","hofmanc","False","Unassigned","11/1/2001","",""
"02 SRF Functional Requirements","FR--11.1.2","FR--11.1","General Maintenance - Batch - On Demand","Complete an on-demand process to identify inactive SRF records and all associated contact messages to be purged from the SRF database based on specified retention periods.","Complete an on-demand process to identify inactive SRF records and all associated contact messages to be purged from the SRF database based on specified retention periods.","New","hofmanc","False","Unassigned","11/1/2002","",""
"02 SRF Functional Requirements","FR--11.1.3","FR--11.1","General Maintenance - Batch - On Demand","Complete an on-demand process that strips all CDCR records from the SRF database by data field FCN.","Complete an on-demand process that strips all CDCR records from the SRF database by data field FCN.","New","hofmanc","False","Unassigned","11/1/2003","",""
"02 SRF Functional Requirements","FR--11.1.3.1","FR--11.1.3","General Maintenance - Batch - On Demand","Include the following fields in the on-demand process that strips selected SRF records from the SRF database: 
 1) CDC NUMBER
 2) ORI-9
 3) FCN
 4) EDS
 5) DSS
 6) TYPE","Include the following fields in the on-demand process that strips selected SRF records from the SRF database: 
 1) CDC NUMBER
 2) ORI-9
 3) FCN
 4) EDS
 5) DSS
 6) TYPE","New","hofmanc","False","Unassigned","11.1.3.1","",""
"02 SRF Functional Requirements","FR--11.2","FR--11","General Maintenance - Batch - Daily","None","None","New","hofmanc","False","Unassigned","11/2/2008","",""
"02 SRF Functional Requirements","FR--11.2.1","FR--11.2","General Maintenance - Batch - Daily","Complete a daily (or on-demand) process that copies the supervised release file records to the SRF History file when the Ending Date of Supervision (EDS) is greater than the current date, cancel the record from the SRF database, and produce a report of all canceled records. (This report is printed to an HDC printer and given to the Supervised Release Unit (SRU) programming staff.)","Complete a daily (or on-demand) process that copies the supervised release file records to the SRF History file when the Ending Date of Supervision (EDS) is greater than the current date, cancel the record from the SRF database, and produce a report of all canceled records. (This report is printed to an HDC printer and given to the Supervised Release Unit (SRU) programming staff.)","New","hofmanc","False","Unassigned","11/2/2001","",""
"02 SRF Functional Requirements","FR--11.3","FR--11","General Maintenance - Batch - Weekly","None","None","New","hofmanc","False","Unassigned","11/3/2008","",""
"02 SRF Functional Requirements","FR--11.3.1","FR--11.3","General Maintenance - Batch - Weekly","Complete a weekly (or on-demand) process to produce a report of active record type counts. (This report is printed to an HDC printer and given to both the SRU and the SRU programming staff.)","Complete a weekly (or on-demand) process to produce a report of active record type counts. (This report is printed to an HDC printer and given to both the SRU and the SRU programming staff.)","New","hofmanc","False","Unassigned","11/3/2001","",""
"02 SRF Functional Requirements","FR--12"," ","Interfaces - Interfaces","None","None","New","hofmanc","False","Unassigned","12","",""
"02 SRF Functional Requirements","FR--12.1","FR--12","Interfaces - NCIC","None","None","New","hofmanc","False","Unassigned","12/1/2008","",""
"02 SRF Functional Requirements","FR--12.1.1","FR--12.1","Interfaces - NCIC","Provide an interface from SRF to NCIC that sends inquiry and update messages to NCIC, receives error or update messages from NCIC, and meets all current functionality and business requirements of the existing interface SRF-NCIC.
 1) Type: Online
 2) Criticality: High
 3) Send/Receive: Send and Receive
 4) Source: SRF, NCIC
 5) Destination: NCIC, SRF
 6) Frequency: Daily
 7) Data Type-Medium: On-line
 8) Program: Entry, modify, cancel, and inquiry run unit
 9) Average Records: 5 update and 60,000 inquiry","Provide an interface from SRF to NCIC that sends inquiry and update messages to NCIC, receives error or update messages from NCIC, and meets all current functionality and business requirements of the existing interface SRF-NCIC.
 1) Type: Online
 2) Criticality: High
 3) Send/Receive: Send and Receive
 4) Source: SRF, NCIC
 5) Destination: NCIC, SRF
 6) Frequency: Daily
 7) Data Type-Medium: On-line
 8) Program: Entry, modify, cancel, and inquiry run unit
 9) Average Records: 5 update and 60,000 inquiry","New","hofmanc","False","Unassigned","12/1/2001","",""
"02 SRF Functional Requirements","FR--12.1.2","FR--12.1","Interfaces - NCIC","Build and send a message to NCIC when a message is accepted in SRF and appropriate NCIC information exists.","Build and send a message to NCIC when a message is accepted in SRF and appropriate NCIC information exists.","New","hofmanc","False","Unassigned","12/1/2002","",""
"02 SRF Functional Requirements","FR--12.1.2.1","FR--12.1.2","Interfaces - NCIC","Build and send a message to NCIC when a QVC, QVCK or QLW inquiry message is accepted and the inquiry contains a name and a numeric identifier (DOB, SOC, and/or OLN.)","Build and send a message to NCIC when a QVC, QVCK or QLW inquiry message is accepted and the inquiry contains a name and a numeric identifier (DOB, SOC, and/or OLN.)","New","hofmanc","False","Unassigned","12.1.2.1","",""
"02 SRF Functional Requirements","FR--12.2","FR--12","Interfaces - Accept Message From NCIC","None","None","New","hofmanc","False","Unassigned","12/2/2008","",""
"02 SRF Functional Requirements","FR--12.2.1","FR--12.2","Interfaces - Accept Message From NCIC","Accept a message from NCIC that utilizes a valid message format.","Accept a message from NCIC that utilizes a valid message format.","New","hofmanc","False","Unassigned","12/2/2001","",""
"02 SRF Functional Requirements","FR--12.2.2","FR--12.2","Interfaces - Accept Message From NCIC","Accept a message from NCIC and enforce all business rules for receiving and processing the message.","Accept a message from NCIC and enforce all business rules for receiving and processing the message.","New","hofmanc","False","Unassigned","12/2/2002","",""
"02 SRF Functional Requirements","FR--12.2.3","FR--12.2","Interfaces - Accept Message From NCIC","Receive an inquiry response message from NCIC.","Receive an inquiry response message from NCIC.","New","hofmanc","False","Unassigned","12/2/2003","",""
"02 SRF Functional Requirements","FR--12.2.4","FR--12.2","Interfaces - Accept Message From NCIC","Receive an acceptance/acknowledgment from NCIC.","Receive an acceptance/acknowledgment from NCIC.","New","hofmanc","False","Unassigned","12/2/2004","",""
"02 SRF Functional Requirements","FR--12.3","FR--12","Interfaces - Forward Message To NCIC","None","None","New","hofmanc","False","Unassigned","12/3/2008","",""
"02 SRF Functional Requirements","FR--12.3.1","FR--12.3","Interfaces - Forward Message To NCIC","Build and send a message to NCIC using the valid NCIC message format.","Build and send a message to NCIC using the valid NCIC message format.","New","hofmanc","False","Unassigned","12/3/2001","",""
"02 SRF Functional Requirements","FR--12.3.2","FR--12.3","Interfaces - Forward Message To NCIC","Enforce all business rules for sending a message to NCIC prior to sending the message.","Enforce all business rules for sending a message to NCIC prior to sending the message.","New","hofmanc","False","Unassigned","12/3/2002","",""
"02 SRF Functional Requirements","FR--12.3.3","FR--12.3","Interfaces - Forward Message To NCIC","Send an update message when entry level is equal to ""2"".","Send an update message when entry level is equal to ""2"".","New","hofmanc","False","Unassigned","12/3/2003","ENT2",""
"02 SRF Functional Requirements","FR--12.4","FR--12","Interfaces - NCIC File Compare","None","None","New","hofmanc","False","Unassigned","12/4/2008","",""
"02 SRF Functional Requirements","FR--12.4.1","FR--12.4","Interfaces - NCIC File Compare","Provide an interface from NCIC to the SRF to receive information from the NCIC convicted persons file and meet all current functionality and business requirements of the existing interface SRF-NCIC File Compare.
 1) Type: Batch
 2) Criticality: Medium
 3) Send/Receive: Receives
 4) Source: NCIC Tapes
 5) Destination: SRF 
 6) Frequency: Monthly
 7) Data Type-Medium: Tape
 8) Program: SRV000, SRJ000
 9) Average Records: 500","Provide an interface from NCIC to the SRF to receive information from the NCIC convicted persons file and meet all current functionality and business requirements of the existing interface SRF-NCIC File Compare.
 1) Type: Batch
 2) Criticality: Medium
 3) Send/Receive: Receives
 4) Source: NCIC Tapes
 5) Destination: SRF 
 6) Frequency: Monthly
 7) Data Type-Medium: Tape
 8) Program: SRV000, SRJ000
 9) Average Records: 500","New","hofmanc","False","Unassigned","12/4/2001","",""
